audio_filename,motion_dirname
datasets/tokenizer_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--112882-117081/AVA216/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--112882-117081.wav,datasets/tokenizer_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--112882-117081/AVA216
datasets/tokenizer_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--112882-117081/UIG832/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--112882-117081.wav,datasets/tokenizer_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--ACTING_Exploring_a_new_island_destination--112882-117081/UIG832
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/AQK592/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/AQK592
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/BFG607/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/BFG607
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/PVW159/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/PVW159
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/SKG572/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Shopping--185012-194011/SKG572
datasets/tokenizer_dataset/audio/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Home_Renovations--218589-227589/XVR313/audio_separated/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Home_Renovations--218589-227589.wav,datasets/tokenizer_dataset/smplx/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Home_Renovations--218589-227589/XVR313
datasets/tokenizer_dataset/audio/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Home_Renovations--218589-227589/AGQ255/audio_separated/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Home_Renovations--218589-227589.wav,datasets/tokenizer_dataset/smplx/c--20250123--1015--AGQ255--XVR313--pilot--MotionPrior--DAYLIFE_Home_Renovations--218589-227589/AGQ255
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/CKG723/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/CKG723
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/GQM807/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/GQM807
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/MRJ778/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/MRJ778
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/AXN146/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Town_hall_meeting--066931-075932/AXN146
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/SNF112/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/SNF112
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/FZR584/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/FZR584
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/AYI006/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/AYI006
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/NPD266/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Evening_free_time--011654-018247/NPD266
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/IKF796/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/IKF796
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/NOC230/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/NOC230
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/KIY374/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/KIY374
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/DTH895/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--076311-085318/DTH895
datasets/tokenizer_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/XSR954/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239.wav,datasets/tokenizer_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/XSR954
datasets/tokenizer_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/PAR842/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239.wav,datasets/tokenizer_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/PAR842
datasets/tokenizer_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/QZX685/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239.wav,datasets/tokenizer_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/QZX685
datasets/tokenizer_dataset/audio/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/PUI857/audio_separated/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239.wav,datasets/tokenizer_dataset/smplx/c--20250129--1007--XSR954--PUI857--QZX685--PAR842--pilot--MotionPrior--DAYLIFE_Life_Event--185440-187239/PUI857
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/SZM479/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/SZM479
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/BWW760/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/BWW760
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/DXG448/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/DXG448
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/JON169/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--057645-061694/JON169
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/SZM479/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/SZM479
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/BWW760/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/BWW760
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/DXG448/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/DXG448
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/JON169/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Investigating_a_Mysterious_Crime_Scene--121565-124114/JON169
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401/XAO108/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401/XAO108
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401/VQR525/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401/VQR525
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401/RGM410/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_What_is_your_favorite_hobby--058406-067401/RGM410
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/FGI958/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/FGI958
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/ZPZ640/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/ZPZ640
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/HXR046/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/HXR046
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/DLF703/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Shopping--140501-149495/DLF703
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/AQK592/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/AQK592
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/BFG607/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/BFG607
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/PVW159/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/PVW159
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/SKG572/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--093690-101789/SKG572
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/IKF796/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/IKF796
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/NOC230/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/NOC230
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/KIY374/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/KIY374
